Number,Character
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
