Number,Character
663,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_BASE, SUPPLY, "
652,"SUPPLY, U_BASE, TEMPLE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, "
577,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
661,"SUPPLY, TEMPLE, U_BASE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, "
593,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_BASE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
538,"SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
651,"TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_BASE, U_SPLY, "
584,"U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
757,"TEMPLE, SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, "
551,"U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
631,"U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, "
609,"SUPPLY, TEMPLE, U_BASE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
593,"SUPPLY, U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
987,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
595,"SUPPLY, TEMPLE, SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
580,"U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, SUPPLY, "
587,"SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_BASE, "
547,"SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
625,"U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
582,"SUPPLY, SUPPLY, U_BASE, TEMPLE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
623,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, "
561,"SUPPLY, SUPPLY, TEMPLE, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
622,"SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
648,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, "
830,"SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, U_SPLY, "
545,"U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
575,"SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, "
654,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, "
719,"U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, "
753,"U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
566,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, "
604,"SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, "
561,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
572,"SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, "
572,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, "
550,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
631,"SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
535,"SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
620,"U_BASE, SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
618,"U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, "
544,"U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
577,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
616,"U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, "
601,"U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, "
589,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, "
655,"TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_BASE, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
752,"SUPPLY, SUPPLY, TEMPLE, U_BASE, SUPPLY, U_SPLY, "
631,"SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, "
677,"SUPPLY, U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
578,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, "
543,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, "
574,"SUPPLY, SUPPLY, TEMPLE, U_BASE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
596,"SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, "
682,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, "
571,"U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
546,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_BASE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
710,"TEMPLE, SUPPLY, U_BASE, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, "
642,"U_BASE, SUPPLY, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
869,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, "
680,"SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
653,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_BASE, U_SPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
683,"SUPPLY, SUPPLY, TEMPLE, U_BASE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
660,"TEMPLE, SUPPLY, U_BASE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
553,"SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
653,"TEMPLE, SUPPLY, U_BASE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
604,"SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
653,"TEMPLE, SUPPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
555,"SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
598,"SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
560,"SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, "
567,"SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, "
699,"SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
551,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
643,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_BASE, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
673,"TEMPLE, SUPPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
654,"TEMPLE, SUPPLY, U_BASE, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
718,"SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_SPLY, "
784,"TEMPLE, SUPPLY, SUPPLY, U_BASE, SUPPLY, U_SPLY, "
680,"SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
603,"SUPPLY, U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
539,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
557,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
569,"SUPPLY, SUPPLY, U_BASE, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
591,"U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
543,"SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, "
649,"TEMPLE, SUPPLY, U_BASE, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, "
570,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
610,"SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
688,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, "
539,"SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
602,"TEMPLE, SUPPLY, SUPPLY, U_BASE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
561,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
609,"SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, "
554,"SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
591,"U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
622,"SUPPLY, U_BASE, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
562,"U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
1076,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_BASE, "
561,"SUPPLY, U_BASE, SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
615,"U_BASE, SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, "
630,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
681,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, "
761,"SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_BASE, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
609,"SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
562,"SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, U_BASE, U_SPLY, SUPPLY, SUPPLY, SUPPLY, "
758,"SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, "
